ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,ID_TRIP,ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,MajorProgramCode,FPP_to_School_enrollment,Retained,ID_CRM,Poverty_Code,Region,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator,Departure_From_The_Payment
CP3343,2018-10-16,CP,1446,31,4,"0,548067906467754","0,380083105377419",0,1506,"0,952889323633446",5,3343,HD3343A,HD,9,10,IA,9,A,2019-04-14,04/23/2019,01/24/2018,08/29/2018,7,5,09/19/2017,East Coast,69,73,January,3,4,H,"0,251226808385628",0,B3343K,B,Other,PUBLIC,1,5,8,236,K,0,1,09/11/2018,2018-09-17,209,4,3,Middle->Middle,S,180 days
CP3358,2018-09-21,CP,1973,17,0,"0,447787970618064","0,166645728187391",1,1979,"0,979577315449545",2,3358,CD3358A,CD,8,8,CA,27,A,2019-05-08,06/04/2019,04/19/2018,08/17/2018,1,2,03/23/2018,East Coast,35,37,January,2,4,C,"0,116620774162364",1,03358P,0,Southern California,CHD,1,2,8,309,P,0,1,08/17/2018,2018-09-03,247,4,2,Middle->Middle,S,229 days
CP3367,2018-10-05,CP,1045,15,1,"0,46769332281485","0,175316757214158",1,1242,"0,856515801927336",4,3367,CD3367A,CD,6,6,GA,10,A,2019-03-24,04/03/2019,02/05/2018,08/15/2018,2,4,02/07/2018,East Coast,26,33,January,2,4,C,"0,0906080555069",1,03367Q,0,Other,CHD,1,2,8,339,Q,0,1,09/16/2018,2018-09-17,188,4,2,Middle->Middle,S,170 days
CP3379,2018-10-27,CP,2174,8,4,"0,493344895704494","0,15901222666737",0,2323,"0,772777038226157",4,3379,HD3379A,HD,9,9,CA,27,A,2019-03-19,04/15/2019,04/16/2018,09/03/2018,5,5,01/05/2018,East Coast,18,21,January,2,4,H,"0,065688562656508",1,A3379Q,A,Northern California,PUBLIC,1,2,8,264,Q,1,2,05/19/2018,2018-09-16,184,4,2,Middle->Middle,S,143 days
CP3511,2019-02-03,CP,92,0,0,0,0,0,103,"0,95108258815343",4,3511,HIS3511T,HIS,,,IL,4,T,2019-05-23,05/27/2019,,11/10/2018,0,4,11/07/2018,IL History,40,48,January,3,4,H,"0,112692775981163",1,C3511E,C,Other,PUBLIC,1,4,8,357,E,0,1,11/09/2018,2018-10-28,207,4,3,Undefined->Undefined,S-M,109 days
CP3604,2018-10-29,CP,608,48,8,"0,379299165464126","0,139352038198292",0,637,"0,923369849067004",8,3604,HY3604T,HY,7,7,NH,18,T,2019-05-31,06/18/2019,06/26/2018,10/03/2018,16,9,06/10/2018,East Coast,143,154,January,4,4,H,"0,119669108877579",1,B3604J,B,Other,PUBLIC,1,6,8,1142,J,0,1,09/16/2018,2018-09-16,257,4,4,Middle->Middle,L,214 days
CP3634,2018-10-28,CP,1658,43,7,"0,599543572224738","0,317306143543593",0,1462,"0,915108985191251",9,3634,HD3634A,HD,9,9,CA,18,A,2019-05-24,06/11/2019,04/28/2018,10/07/2018,7,10,04/11/2018,East Coast,77,75,January,0,0,H,,1,036340,0,Northern California,PUBLIC,1,0,0,0,0,1,2,05/07/2018,2018-09-25,241,0,0,Middle->Middle,,208 days
CP3660,2018-05-30,CP,3252,15,1,"0,688070869340133","0,357499344813085",0,3214,"0,961557938602574",1,3660,HC3660A,HC,6,6,WA,23,A,2019-05-13,06/05/2019,01/12/2018,01/07/2018,0,1,01/02/2018,East Coast,22,23,January,1,4,H,"0,066502509526638",1,03660M,0,Pacific Northwest,Private non-Christian,1,1,8,341,M,1,2,02/14/2018,2018-09-11,244,4,1,Middle->Middle,S,348 days
CP3750,2018-10-12,CP,2074,48,8,"0,611692412010365","0,075481016018737",1,2056,"0,842099370434819",12,3750,HD3750A,HD,6,6,AZ,31,A,2019-04-30,05/31/2019,04/12/2018,08/24/2018,10,11,04/02/2018,East Coast,91,104,January,4,4,H,"0,270725694024912",1,A3750Q,A,Other,PUBLIC,1,7,8,294,Q,0,1,09/16/2018,2018-09-06,236,4,4,Middle->Middle,S,200 days
CP3757,2018-10-01,CP,3247,32,2,"0,578494504248126","0,187209398076525",0,3017,"0,884276526063036",8,3757,HC3757A,HC,10,10,CA,44,A,2019-05-18,07/01/2019,01/20/2018,01/19/2018,3,8,01/31/2018,East Coast,42,59,January,1,4,H,"0,129105140137072",1,03757O,0,Southern California,CHD,1,1,8,398,O,0,2,04/30/2018,2018-09-19,241,4,1,Middle->Middle,S-M,229 days
CP3787,2018-12-29,CP,2177,3,0,"0,618148109464469","0,187720836588796",0,2230,"0,87211614790214",1,3787,SK3787A,SK,10,13,AZ,19,A,2019-03-14,04/02/2019,,,0,1,,Science,4,7,January,5,5,S,"0,002711590917118",0,B3787N,B,Other,PUBLIC,0,9,12,1690,N,0,0,,,,5,5,High->High,L,75 days
CP3804,2018-10-06,CP,1903,25,2,"0,561719385821489","0,211312850384101",0,1820,"0,914520177645854",2,3804,CD3804A,CD,8,8,CA,17,A,2019-05-03,05/20/2019,01/24/2018,08/09/2018,4,2,01/10/2018,East Coast,47,39,January,2,4,C,"0,164677996969418",1,03804Q,0,Southern California,CHD,1,2,8,266,Q,0,1,08/30/2018,2018-08-28,248,4,2,Middle->Middle,S,209 days
CP3817,2018-05-31,CP,2140,29,0,"0,56971399857008","0,194747246901863",0,2397,"0,894533402804562",4,3817,CC3817A,CC,10,10,AZ,29,A,2019-01-29,02/27/2019,01/29/2018,01/28/2018,0,3,02/13/2018,East Coast,46,59,December,4,5,C,"0,104931383042755",1,03817K,0,Other,CHD,1,6,12,539,K,1,1,09/12/2018,2018-09-12,139,5,4,Middle->Middle,S-M,243 days
CP3855,2019-01-28,CP,743,14,0,"0,628452533572586","0,097896432711198",1,743,"0,923733188342999",3,3855,HG3855A,HG,4,4,CA,4,A,2019-04-30,05/04/2019,,12/15/2018,2,3,05/07/2018,CA History,26,26,January,2,4,H,"0,231189782773857",1,03855M,0,Southern California,Private non-Christian,0,2,6,112,M,0,0,,,,4,2,Elementary->Elementary,S,92 days
CP3869,2018-10-19,CP,2410,12,1,"0,588932440055206","0,195548265227472",0,2242,"0,887139892877998",2,3869,CD3869A,CD,6,6,CA,27,A,2019-04-27,05/24/2019,04/08/2018,08/18/2018,0,2,03/24/2018,East Coast,23,26,January,1,4,C,"0,069518943198477",1,03869M,0,Southern California,Catholic,1,1,8,296,M,1,1,04/25/2018,2018-04-21,371,4,1,Middle->Middle,S,190 days
CP3933,2018-09-24,CP,2205,62,6,"0,724748981144711","0,099534551332073",1,1975,"0,948557123437172",5,3933,HD3933A,HD,7,7,CA,29,A,2019-05-20,06/18/2019,05/12/2018,09/22/2018,11,6,02/22/2018,East Coast,84,96,January,2,4,H,"0,218522666203636",1,B3933Q,B,Southern California,PUBLIC,0,2,6,417,Q,0,0,,,,4,2,Elementary->Elementary,S-M,238 days
CP3944,2018-10-27,CP,661,11,5,"0,355465020513724","0,177926191856046",0,701,"0,8812055543849",4,3944,HD3944T,HD,6,7,SC,18,T,2019-04-15,05/03/2019,03/22/2018,08/04/2018,8,4,04/06/2018,East Coast,25,32,January,1,4,H,"0,061943269794998",0,C3944C,C,Other,PUBLIC,1,1,7,524,C,0,1,08/17/2018,2018-08-25,233,4,1,Middle->Middle,S-M,170 days
CP3979,2018-10-22,CP,775,17,4,"0,604929077239757","0,176632059638516",0,795,"0,954057981617805",2,3979,HD3979T,HD,8,8,OH,14,T,2019-06-12,06/26/2019,03/23/2018,09/07/2018,5,2,03/28/2018,East Coast,31,26,January,4,4,H,"0,062058391721362",1,B3979I,B,Other,PUBLIC,0,6,8,416,I,0,0,,,,4,4,Middle->Middle,S-M,233 days
CP4030,2018-10-28,CP,742,30,3,"0,626506791517396","0,083889596982645",0,674,"0,915490680455316",3,4030,HD4030T,HD,8,8,TN,21,T,2019-04-19,05/10/2019,04/30/2018,08/30/2018,9,3,04/30/2018,East Coast,35,42,January,4,4,H,"0,061095243326813",1,C4030G,C,Other,PUBLIC,1,6,8,675,G,1,1,09/27/2018,2018-09-19,212,4,4,Middle->Middle,M-L,173 days
CP4050,2018-09-26,CP,2691,31,0,"0,661971068970975","0,060268268217467",0,2709,"0,916277702950691",4,4050,HO4050A,HO,4,4,CA,30,A,2019-05-17,06/16/2019,02/19/2018,08/16/2018,1,4,02/13/2018,East Coast,39,49,January,2,4,H,"0,156757657716139",1,04050Q,0,Southern California,Private non-Christian,1,2,6,290,Q,0,1,10/02/2018,2018-09-29,230,4,2,Elementary->Elementary,S,233 days
CP4061,2018-10-09,CP,1753,23,1,"0,583288351398032","0,153154154141491",0,1950,"0,894653681847336",4,4061,HD4061A,HD,3,3,CA,20,A,2019-04-24,05/14/2019,04/11/2018,08/01/2018,1,5,04/11/2018,East Coast,53,47,January,1,4,H,"0,171369109719688",1,04061Q,0,Southern California,Private non-Christian,1,1,6,286,Q,1,1,09/18/2018,2018-09-23,213,4,1,Elementary->Elementary,S,197 days
CP4081,2018-10-21,CP,550,47,8,"0,381753492201918","0,143201831126023",0,566,"0,95705025370699",8,4081,HY4081T,HY,6,6,NH,12,T,2019-06-01,06/13/2019,06/18/2018,09/03/2018,16,9,06/07/2018,East Coast,112,137,January,4,4,H,"0,115575912081342",1,B4081J,B,Other,PUBLIC,1,6,8,1107,J,1,1,09/19/2018,2018-09-11,263,4,4,Middle->Middle,L,223 days
CP4192,2018-10-28,CP,389,31,6,"0,374384954286731","0,092782807497264",1,379,"0,918939598467458",3,4192,HS4192A,HS,4,4,CA,3,A,2019-04-03,04/06/2019,,08/31/2018,9,3,05/03/2018,CA History,69,93,January,2,3,H,"0,155954025165158",1,C4192Q,C,Southern California,PUBLIC,0,2,5,475,Q,1,0,,,,3,2,Elementary->Elementary,S-M,157 days
CP4195,2018-10-05,CP,1773,24,2,"0,593701072416164","0,273709451509127",0,1964,"0,930779348754907",2,4195,CD4195A,CD,8,8,CA,23,A,2019-05-07,05/30/2019,02/21/2018,08/25/2018,4,2,02/14/2018,East Coast,37,40,January,2,4,C,"0,154354680253791",1,04195Q,0,Southern California,CHD,1,2,8,242,Q,1,1,09/14/2018,2018-08-28,252,4,2,Middle->Middle,S,214 days
CP4214,2018-10-06,CP,654,16,0,"0,584036156844194","0,393782470960031",1,606,"0,942343891643009",1,4214,HS4214A,HS,6,6,CA,8,A,2019-05-05,05/13/2019,,08/03/2018,0,1,05/25/2018,CA History,28,25,January,2,4,H,"0,144403490598347",1,04214P,0,Southern California,Private non-Christian,1,2,8,151,P,1,1,09/14/2018,2018-09-18,229,4,2,Elementary->Elementary,S,211 days
CP4231,2019-01-11,CP,1662,2,3,"0,174120219831246",0,0,1578,"0,920062613836293",1,4231,HC4231A,HC,7,10,AL,17,A,2019-02-27,03/16/2019,,09/25/2018,4,1,09/02/2018,East Coast,11,14,January,5,5,H,"0,006814337554931",0,C4231G,C,Other,PUBLIC,1,9,12,1634,G,1,1,10/08/2018,2018-10-10,140,5,5,High->High,L,47 days
CP4259,2018-10-15,CP,2472,29,2,"0,881180706366773","0,182631220413263",1,2136,"0,920578186017831",2,4259,CD4259A,CD,8,9,CA,18,A,2019-04-04,04/22/2019,08/11/2018,08/25/2018,3,2,09/06/2017,East Coast,34,35,January,1,4,C,"0,146995782882751",0,04259G,0,Southern California,CHD,1,1,8,208,G,0,1,09/19/2018,2018-09-22,194,4,1,Middle->Middle,S,171 days
CP4263,2018-12-31,CP,417,7,3,"0,448059323106474","0,14627130469449",1,375,"0,912851394754561",1,4263,HS4263A,HS,5,5,CA,3,A,2019-04-09,04/12/2019,,09/12/2018,3,1,05/11/2018,CA History,18,21,January,2,4,H,"0,063903825955815",1,04263P,0,Southern California,CHD,1,2,8,272,P,0,1,10/17/2018,2018-10-10,181,4,2,Elementary->Elementary,S,99 days
CP433,2018-10-24,CP,711,119,5,"0,686716995985854","0,085143643918738",1,753,"0,907822467951174",20,433,HD433T,HD,8,8,CT,13,T,2019-04-04,04/17/2019,04/01/2018,08/14/2018,14,16,03/28/2018,East Coast,204,192,January,4,4,H,"0,248678648650647",1,A433Q,A,Other,PUBLIC,1,6,8,690,Q,1,1,09/04/2018,2018-09-11,205,4,4,Middle->Middle,M-L,162 days
CP4339,2018-10-03,CP,2398,17,13,"0,493200640122538","0,30579977898868",0,2728,"0,930798969275737",3,4339,HC4339A,HC,10,10,OR,21,A,2019-06-16,07/07/2019,04/25/2018,09/06/2018,18,4,04/17/2018,East Coast,33,43,January,4,4,H,"0,0534414594741",1,B4339H,B,Pacific Northwest,PUBLIC,1,6,8,763,H,0,1,09/20/2018,2018-09-22,267,4,4,Middle->Middle,M-L,256 days
CP4367,2018-10-30,CP,3783,13,2,"0,605704172579584","0,081674670625402",0,3704,"0,847219996594471",3,4367,HC4367A,HC,6,6,HI,22,A,2019-05-26,06/17/2019,02/23/2018,08/28/2018,5,3,02/21/2018,East Coast,25,26,January,4,4,H,"0,078240079940177",0,E4367O,E,Other,PUBLIC,1,6,8,292,O,0,1,09/04/2018,2018-09-07,261,4,4,Middle->Middle,S,208 days
CP4382,2018-10-23,CP,622,17,2,"0,41536754240553","0,221604742288772",1,562,"0,94347716532727",1,4382,HG4382A,HG,5,5,CA,5,A,2019-04-10,04/15/2019,05/21/2018,09/14/2018,3,1,04/19/2018,CA History,41,35,January,1,4,H,"0,080033979954616",0,04382O,0,Southern California,CHD,1,1,8,476,O,0,1,09/29/2018,2018-09-24,198,4,1,Elementary->Elementary,S-M,169 days
CP4403,2018-10-29,CP,889,15,2,"0,345811063973314","0,217969767194625",0,867,"0,917199945563196",3,4403,HD4403T,HD,10,10,MI,27,T,2019-05-11,06/07/2019,05/22/2018,08/23/2018,0,3,04/16/2018,East Coast,49,41,January,1,3,H,"0,177678063753315",1,04403O,0,Other,Catholic,1,1,5,255,O,0,1,09/09/2018,2018-09-04,249,3,1,Middle->Middle,S,194 days
CP4420,2018-10-14,CP,2194,17,2,"0,599834995942777","0,06840003364595",0,2151,"0,878298851905958",4,4420,HD4420A,HD,6,6,LA,18,A,2019-03-22,04/09/2019,04/17/2018,09/10/2018,2,5,04/07/2018,East Coast,29,32,January,1,4,H,"0,085604399080866",1,04420G,0,Other,CHD,1,1,8,308,G,1,1,09/14/2018,2018-09-06,197,4,1,Middle->Middle,S,159 days
CP4429,2018-05-29,CP,1300,6,2,"0,562020392803213","0,247081097687095",0,1280,"0,881913103881858",1,4429,HD4429A,HD,7,7,MI,18,A,2019-05-20,06/07/2019,05/06/2018,10/25/2018,2,1,05/06/2018,East Coast,10,13,January,2,4,H,"0,075076523757866",1,04429J,0,Other,Catholic,1,2,8,151,J,1,1,09/02/2018,2018-09-04,258,4,2,Middle->Middle,S,356 days
CP4431,2018-10-07,CP,471,35,5,"0,319171568034065","0,102166417587851",0,536,"0,950035834235156",8,4431,HD4431T,HD,5,6,OH,17,T,2019-05-15,06/01/2019,,04/09/2018,10,8,03/09/2018,East Coast,100,109,January,4,5,H,"0,389325271713366",0,B4431J,B,Other,PUBLIC,1,7,12,282,J,1,1,09/12/2018,2018-09-08,249,5,4,Middle->Middle,S,220 days
CP4482,2018-10-06,CP,1741,16,0,"0,494243099615719","0,166544278955773",1,1772,"0,984512308185524",2,4482,CD4482A,CD,7,7,CA,20,A,2019-05-18,06/07/2019,05/02/2018,08/19/2018,1,2,04/22/2018,East Coast,38,33,January,2,4,C,"0,11661912774878",1,04482P,0,Southern California,CHD,1,2,8,310,P,1,1,08/14/2018,2018-08-26,265,4,2,Middle->Middle,S,224 days
CP4501,2018-11-27,CP,81,14,0,"0,121646970287877","0,023214603617691",0,73,"0,907842580333785",11,4501,HIS4501T,HIS,6,6,IL,4,T,2019-05-29,06/02/2019,,09/27/2018,5,11,08/26/2018,IL History,98,120,January,1,4,H,"0,12226024088439",1,C4501L,C,Other,PUBLIC,1,1,8,841,L,0,1,09/10/2018,2018-09-30,241,4,1,Middle->Middle,L,183 days
CP451,2018-10-05,CP,1848,20,2,"0,695867795081909","0,228067513866304",1,1905,"0,887773263593115",2,451,CD451A,CD,6,7,CO,28,A,2019-03-24,04/21/2019,02/07/2018,09/04/2018,2,2,02/15/2018,East Coast,25,31,January,1,5,C,"0,10588783355883",0,0451J,0,Other,CHD,1,1,12,271,J,1,1,08/17/2018,2018-08-16,220,5,1,Middle->Middle,S,170 days
CP4601,2018-10-28,CP,422,36,3,"0,525279814232746","0,29740640886662",1,401,"0,935821178943228",2,4601,HS4601A,HS,4,4,CA,2,A,2019-06-05,06/07/2019,,09/26/2018,3,2,05/22/2018,CA History,75,74,January,2,4,H,"0,197029841994725",1,04601O,0,Southern California,Private non-Christian,1,2,8,359,O,0,1,09/20/2018,2018-09-18,260,4,2,Elementary->Elementary,S-M,220 days
CP4701,2018-10-28,CP,749,101,1,"0,581899176569115","0,238126679556355",0,723,"0,927052912658799",19,4701,HD4701T,HD,10,10,MA,19,T,2019-06-04,06/23/2019,03/10/2018,08/04/2018,4,22,03/05/2018,East Coast,136,201,January,4,4,H,"0,313162236795049",1,A4701Q,A,Other,PUBLIC,1,6,8,503,Q,1,1,09/25/2018,2018-09-11,266,4,4,Middle->Middle,S-M,219 days
CP4721,2018-10-21,CP,1369,37,7,"0,613441611324039","0,260674325260027",0,1449,"0,892785866100304",9,4721,HD4721A,HD,6,6,CA,10,A,2019-05-20,05/30/2019,04/15/2018,09/22/2018,11,8,05/11/2018,East Coast,80,71,January,0,0,H,,1,047210,0,Northern California,PUBLIC,1,0,0,0,0,1,2,05/08/2018,2018-09-18,244,0,0,Middle->Middle,,211 days
CP4759,2018-09-22,CP,577,58,9,"0,650381270148061","0,205126446928379",1,571,"1,00748091644269",4,4759,HS4759A,HS,5,5,CA,9,A,2019-04-26,05/05/2019,06/05/2018,08/27/2018,10,3,05/14/2018,CA History,108,109,January,2,4,H,"0,175929280308419",1,04759F,0,Southern California,Private non-Christian,1,2,8,593,F,1,1,09/09/2018,2018-09-08,230,4,2,Elementary->Elementary,S-M,216 days
CP4776,2018-10-19,CP,2118,37,5,"0,551257097060118","0,259418247415952",1,2167,"0,87980259253595",5,4776,CD4776A,CD,8,8,CA,15,A,2019-03-13,03/28/2019,03/01/2018,08/11/2018,7,7,03/02/2018,East Coast,70,68,January,4,5,C,"0,083922113310795",1,04776L,0,Northern California,CHD,1,6,12,828,L,0,2,08/11/2018,2018-09-23,171,5,4,Middle->Middle,M-L,145 days
CP486,2018-09-21,CP,637,68,9,"0,617506610726834","0,221444477039989",1,594,"0,949220072834523",4,486,HS486A,HS,6,6,CA,4,A,2019-04-30,05/04/2019,05/04/2018,09/17/2018,9,4,05/16/2018,CA History,90,110,January,2,4,H,"0,174861935917465",1,0486F,0,Southern California,Private non-Christian,1,2,8,583,F,1,1,09/03/2018,2018-09-05,237,4,2,Elementary->Elementary,S-M,221 days
CP4959,2018-11-16,CP,2071,29,7,"0,820215669446029","0,208983932002502",0,2212,"0,961930614639071",2,4959,HD4959A,HD,10,10,CA,13,A,2019-03-19,04/01/2019,05/11/2017,08/22/2017,7,2,05/21/2017,East Coast,42,39,January,1,4,H,"0,179681496712828",0,04959O,0,Northern California,Catholic,0,1,8,215,O,0,0,,,,4,1,Middle->Middle,S,123 days
CP4987,2018-11-07,CP,833,113,5,"0,652246413988827","0,099854962965454",1,724,"0,951386902266632",16,4987,HD4987T,HD,9,9,CT,10,T,2019-04-08,04/18/2019,03/07/2018,09/06/2018,16,19,02/24/2018,East Coast,165,200,January,4,4,H,"0,236680750187145",1,A4987Q,A,Other,PUBLIC,1,6,8,689,Q,0,1,09/04/2018,2018-09-18,202,4,4,Middle->Middle,M-L,152 days
CP501,2019-01-26,CP,103,0,0,0,0,0,109,"0,899013275002127",4,501,HIS501T,HIS,,,IL,1,T,2019-05-25,05/26/2019,,10/15/2018,0,3,11/11/2018,IL History,35,46,January,3,4,H,"0,120170142627109",1,C501E,C,Other,PUBLIC,1,4,8,347,E,0,1,10/30/2018,2018-10-31,206,4,3,Undefined->Undefined,S-M,119 days
CP629,2018-10-25,CP,1869,35,5,"0,538802428325869","0,208159416342768",0,2012,"0,919112934568354",6,629,HD629A,HD,6,6,AZ,23,A,2019-04-21,05/14/2019,04/14/2018,08/04/2018,3,7,04/09/2018,East Coast,53,75,January,1,4,H,"0,105229786252424",1,0629P,0,Other,Private non-Christian,1,1,8,678,P,0,1,10/02/2018,2018-09-28,205,4,1,Middle->Middle,M-L,178 days
CP682,2018-11-05,CP,1354,10,2,"0,226472333424799",0,0,1557,"0,898264076454527",6,682,HD682A,HD,9,9,AZ,20,A,2019-04-30,05/20/2019,,09/21/2018,10,6,08/12/2018,East Coast,57,54,January,2,4,H,,1,0682J,0,Other,PUBLIC,0,2,8,0,J,0,0,,,,4,2,Middle->Middle,,176 days
CP75,2018-11-09,CP,1789,18,4,"0,227618680528548","0,104530207925008",0,1860,"0,923099111543285",7,75,HD75A,HD,9,9,CA,19,A,2019-04-30,05/19/2019,,09/13/2018,5,9,01/29/2018,East Coast,82,76,January,4,4,H,"1,42559934126098",1,075Q,0,Northern California,Private non-Christian,1,6,8,46,Q,1,1,09/27/2018,2018-09-27,215,4,4,Middle->Middle,S,172 days
CP803,2018-11-03,CP,2123,17,4,"0,589187570611865","0,396005446417108",0,1942,"0,927758541067958",3,803,HC803A,HC,8,10,SD,21,A,2019-06-10,07/01/2019,02/08/2018,09/11/2018,5,3,01/09/2018,East Coast,33,32,January,4,4,H,"0,17879454526902",1,A803H,A,Other,PUBLIC,1,6,8,143,H,0,2,03/06/2018,2018-09-16,267,4,4,Middle->Middle,S,219 days
CP82,2018-10-05,CP,3140,49,12,"0,575527082449765","0,202653657710943",1,3122,"0,914708187356783",4,82,HC82A,HC,10,,CA,45,A,2019-05-29,07/13/2019,01/14/2018,08/12/2018,8,4,01/15/2018,East Coast,76,85,January,1,4,H,"0,112075270849255",1,082O,0,Southern California,CHD,1,1,8,705,O,0,1,09/03/2018,2018-09-05,266,4,1,Middle->Undefined,M-L,236 days
CP827,2018-10-20,CP,807,33,3,"0,273706326591418","0,174885248611037",0,879,"0,846962970667475",17,827,HD827T,HD,6,6,OH,14,T,2019-05-13,05/27/2019,04/28/2018,08/11/2018,6,14,04/01/2018,East Coast,132,146,January,4,4,H,"0,240993011481852",1,B827J,B,Other,PUBLIC,1,6,8,546,J,1,1,09/16/2018,2018-09-10,245,4,4,Middle->Middle,S-M,205 days
CP858,2018-10-05,CP,651,15,0,"0,594328902611848","0,450933007724025",1,590,"0,990869651850266",1,858,HS858A,HS,6,6,CA,4,A,2019-05-14,05/18/2019,,08/26/2018,0,1,04/29/2018,CA History,27,28,January,2,4,H,"0,156220901741983",1,0858P,0,Southern California,Private non-Christian,1,2,8,149,P,0,1,09/22/2018,2018-09-16,240,4,2,Elementary->Elementary,S,221 days
CP883,2018-12-17,CP,555,2,0,"0,073966049528899","0,103701363894384",1,569,"0,93480550010553",1,883,HS883A,HS,2,2,CA,5,A,2019-05-25,05/30/2019,,09/09/2018,3,1,10/05/2018,CA History,33,29,January,2,4,H,"0,040957867059044",1,B883K,B,Southern California,PUBLIC,0,2,7,637,K,1,0,,,,4,2,Elementary->Elementary,M-L,159 days
CP908,2018-10-13,CP,1651,11,1,"0,596047920728198",0,0,1638,"0,881365086849687",2,908,HD908A,HD,10,10,AZ,17,A,2019-04-09,04/26/2019,05/09/2018,10/01/2018,2,2,04/25/2018,East Coast,18,17,January,1,5,H,"0,048690489926466",1,0908Z,0,Other,Catholic,1,1,12,337,Z,1,1,09/12/2018,2018-09-06,215,5,1,Middle->Middle,S,178 days
CP917,2018-10-09,CP,1714,52,4,"0,544806919120019","0,477883613776834",0,1849,"0,958727171734192",7,917,HD917A,HD,7,7,SD,11,A,2019-05-18,05/29/2019,02/06/2018,08/08/2018,6,8,01/23/2018,East Coast,103,103,January,4,4,H,"0,155222592060005",1,B917H,B,Other,PUBLIC,1,6,8,593,H,1,1,09/15/2018,2018-09-13,247,4,4,Middle->Middle,M-L,221 days
CP923,2018-09-28,CP,1034,13,1,"0,434919426855753","0,145403149203508",1,1234,"0,878437307602785",4,923,CD923A,CD,7,7,GA,8,A,2019-03-24,04/01/2019,03/08/2018,08/02/2018,2,5,03/06/2018,East Coast,29,37,January,2,4,C,"0,095642170132957",1,0923Q,0,Other,CHD,1,2,8,298,Q,1,1,09/06/2018,2018-09-18,187,4,2,Middle->Middle,S,177 days
CP935,2018-09-29,CP,2038,70,6,"0,751924222743929","0,104217106344137",1,2147,"0,955812400328156",6,935,HD935A,HD,6,6,CA,27,A,2019-05-16,06/12/2019,05/16/2018,09/13/2018,10,5,03/04/2018,East Coast,103,97,January,2,4,H,"0,213954600645261",1,B935Q,B,Southern California,PUBLIC,0,2,6,390,Q,1,0,,,,4,2,Elementary->Elementary,S-M,229 days
CP953,2018-10-13,CP,2119,14,1,"0,572394701449976","0,223598082655749",0,2128,"0,894655522715549",2,953,CD953A,CD,10,10,CA,16,A,2019-04-29,05/15/2019,03/29/2018,08/08/2018,0,2,04/06/2018,East Coast,25,26,January,1,4,C,"0,070892066902121",1,0953M,0,Southern California,Catholic,1,1,8,328,M,0,1,04/21/2018,2018-04-29,365,4,1,Middle->Middle,S,198 days
CP954,2018-10-01,CP,416,23,0,"0,40319047551271","0,260314932459526",1,431,"0,977258725169048",2,954,HS954A,HS,5,5,CA,2,A,2019-04-23,04/25/2019,05/15/2018,08/20/2018,1,2,06/13/2018,CA History,67,68,January,2,3,H,"0,10634343381584",1,B954Q,B,Southern California,PUBLIC,0,2,5,570,Q,1,0,,,,3,2,Elementary->Elementary,M-L,204 days
FR10,2018-10-14,FR,1574,17,0,"0,915466659172367","0,210500046169049",0,1442,"0,920695384780674",1,10,HD10A,HD,4,6,IA,17,A,2019-06-04,06/21/2019,05/08/2018,09/10/2018,0,1,04/29/2018,East Coast,15,19,January,4,4,H,"0,049379079289964",1,B10M,B,Other,PUBLIC,1,6,8,351,M,1,1,09/02/2018,2018-09-16,261,4,4,Middle->Middle,S-M,233 days
FR100,2018-10-28,FR,1405,55,9,"0,603303041935861","0,29371491217028",0,1527,"0,941389757818312",6,100,HD100A,HD,,,MN,9,A,2019-04-30,05/09/2019,03/15/2018,08/31/2018,14,5,03/19/2018,East Coast,99,87,January,4,4,H,"0,070978352977382",1,A100N,A,Other,PUBLIC,1,6,8,1146,N,0,1,09/22/2018,2018-10-04,208,4,4,Undefined->Undefined,L,184 days
FR1014,2018-05-21,FR,2796,13,9,"0,272604394723254","0,145765646329255",0,2583,"0,988074832355052",1,1014,HC1014A,HC,7,8,WA,16,A,2019-06-09,06/25/2019,01/01/2018,01/09/2018,14,1,09/29/2017,East Coast,44,45,January,0,0,H,,0,010140,0,Pacific Northwest,CHD,1,0,0,0,0,1,2,05/18/2018,2018-09-14,268,0,0,Middle->High,,384 days
